TUCASEID,TUACTIVITY_N,WUFNACTWT,WUHAPORD,WUHAPPY,WUINTERACT,WUMEANING,WUPAIN,WUPNORD,WUSAD,WUSADORD,WUSTRESS,WUSTRORD,WUTIRED,WUTRDORD
20210302210180,24,78318721.243732,1,2,1,0,1,2,1,3,4,5,4,4
20210302210188,5,10870428.006468,5,3,2,0,1,4,3,2,4,3,2,1
20210302210188,8,10870428.006468,5,3,2,0,0,4,3,2,4,3,2,1
20210302210188,12,43481712.025873,5,3,2,0,0,4,2,2,4,3,2,1
20210302210195,6,9620685.342583,2,6,2,6,0,1,0,5,0,3,0,4
20210302210195,8,801723.778549,2,6,2,6,0,1,0,5,0,3,0,4
20210302210195,14,1603447.557097,2,6,2,6,0,1,0,5,0,3,0,4
20210302210199,4,3896392.423483,1,1,2,0,0,4,2,2,1,3,6,5
20210302210199,8,64012161.242928,1,3,1,2,0,4,1,2,0,3,4,5
20210302210199,14,22265099.562757,1,4,1,2,0,4,0,2,3,3,1,5
20210302210201,4,18895498.376067,1,4,2,5,0,2,0,4,2,3,1,5
20210302210201,6,23619372.970083,1,4,2,4,0,2,0,4,3,3,0,5
20210302210201,9,18895498.376067,1,5,1,2,0,2,0,4,0,3,1,5
20210302210204,4,59901873.591491,1,4,1,6,1,2,0,3,2,4,3,5
20210302210204,7,3422964.205228,1,4,1,4,0,2,0,3,0,4,3,5
20210302210204,8,63324837.796720,1,4,1,6,1,2,0,3,1,4,4,5
20210302210208,6,1289896.704929,2,4,1,2,0,4,0,5,5,3,3,1
20210302210208,12,5159586.819715,2,2,2,0,0,4,0,5,0,3,6,1
20210302210208,15,3869690.114786,2,2,2,0,0,4,0,5,0,3,6,1
20210302210210,3,23476365.446502,2,6,1,0,0,1,0,5,1,4,2,3
20210302210210,17,41083639.531378,2,6,1,0,0,1,0,5,0,4,0,3
20210302210210,20,129120009.955760,2,6,1,5,0,1,0,5,0,4,0,3
20210302210213,7,4964100.163083,1,6,1,6,0,3,0,2,0,5,3,4
20210302210213,13,9928200.326166,1,6,2,6,0,3,0,2,0,5,0,4
20210302210213,15,14892300.489249,1,6,1,6,0,3,0,2,0,5,0,4
20210302210214,8,8046030.678522,1,6,1,5,0,5,0,2,0,3,3,4
20210302210214,11,5364020.452348,1,6,1,6,0,5,0,2,0,3,0,4
20210302210214,16,29502112.487915,1,6,2,3,0,5,0,2,0,3,2,4
20210302210220,3,39834801.098051,2,3,2,5,0,3,2,4,4,1,5,5
20210302210220,9,39834801.098051,2,4,1,4,1,3,1,4,0,1,4,5
20210302210220,10,31867840.878441,2,5,2,4,1,3,1,4,0,1,5,5
20210302210232,2,4067586.833611,3,3,2,2,0,5,0,2,0,4,3,1
20210302210232,3,6101380.250417,3,4,2,3,0,5,0,2,0,4,0,1
20210302210232,9,24405521.001666,3,4,2,2,0,5,0,2,0,4,5,1
20210302210234,6,7803628.364456,3,4,1,3,0,5,1,4,1,1,2,2
20210302210234,11,5852721.273342,3,4,1,1,1,5,2,4,2,1,4,2
20210302210234,12,17558163.820027,3,4,1,5,2,5,2,4,1,1,5,2
20210302210238,4,18624475.543004,1,6,2,0,0,5,0,4,0,2,5,3
20210302210238,6,19604711.097899,1,3,2,2,0,5,0,4,0,2,4,3
20210302210250,4,16925256.159805,1,3,1,4,0,4,0,3,0,2,1,5
20210302210250,6,37235563.551571,1,3,2,3,0,4,0,3,2,2,4,5
20210302210250,10,36107213.140917,1,4,1,4,0,4,0,3,0,2,3,5
20210302210252,5,12489211.914972,1,5,2,6,0,5,4,3,5,2,0,4
20210302210252,11,3122302.978743,1,4,1,0,0,5,3,3,4,2,3,4
20210302210252,14,1040767.659581,1,4,1,3,0,5,2,3,4,2,5,4
20210302210254,2,18395025.744935,2,4,2,2,0,5,0,3,1,1,2,4
20210302210254,4,3679005.148987,2,4,1,0,0,5,0,3,0,1,1,4
20210302210254,7,7358010.297974,2,5,2,0,0,5,0,3,0,1,0,4
20210302210259,6,249969192.667875,2,4,1,6,6,3,0,5,0,1,2,4
20210302210259,15,58816280.627735,2,3,2,6,0,3,0,5,4,1,2,4
20210302210259,19,4901356.718978,2,0,1,5,0,3,0,5,0,1,4,4
20210302210270,7,8452323.974073,4,6,1,6,0,5,0,2,0,3,0,1
20210302210270,10,28979396.482534,4,5,2,5,0,5,0,2,0,3,0,1
20210302210270,11,7244849.120634,4,5,2,4,0,5,0,2,2,3,4,1
20210302210276,5,8317728.237264,2,6,2,5,0,5,0,1,1,4,0,3
20210302210276,7,5545152.158176,2,5,2,4,0,5,0,1,0,4,0,3
20210302210276,8,4158864.118632,2,5,2,4,0,5,0,1,1,4,1,3
20210302210280,7,7081205.917731,2,4,1,1,1,4,2,1,3,5,3,3
20210302210280,8,9441607.890308,2,4,2,1,1,4,2,1,3,5,2,3
20210302210280,13,7081205.917731,2,4,1,1,1,4,2,1,3,5,2,3
20210302210282,4,1705953.865412,3,3,2,0,0,2,0,4,0,1,3,5
20210302210282,7,3411907.730824,3,5,2,5,0,2,0,4,0,1,0,5
20210302210282,8,28148238.779297,3,0,1,4,0,2,0,4,6,1,4,5
20210302210289,5,20863225.148970,5,4,2,5,1,3,0,4,1,1,5,2
20210302210289,8,31294837.723455,5,3,1,4,1,3,2,4,1,1,4,2
20210302210289,12,10431612.574485,5,6,2,6,2,3,0,4,1,1,3,2
20210302210295,4,9551179.184048,5,4,2,2,0,4,1,3,1,1,3,2
20210302210295,5,10770478.654353,5,1,1,3,0,4,2,3,4,1,4,2
20210302210295,8,31905002.806290,5,4,1,3,0,4,0,3,0,1,3,2
20210302210299,5,40829129.304873,5,6,1,6,0,4,0,3,0,2,-2,1
20210302210299,6,6767259.000808,5,6,1,5,4,4,0,3,0,2,4,1
20210302210299,7,77823478.509288,5,6,1,5,4,4,0,3,0,2,5,1
20210302210309,4,979152.256792,2,3,1,4,0,4,0,1,0,3,0,5
20210302210309,9,11749827.081500,2,2,2,0,0,4,0,1,0,3,0,5
20210302210309,13,979152.256792,2,0,2,0,0,4,0,1,0,3,2,5
20210302210311,3,6671704.432541,5,6,1,5,0,2,0,3,0,1,2,4
20210302210311,4,5718603.799321,5,6,1,5,0,2,0,3,0,1,2,4
20210302210311,5,1906201.266440,5,6,2,6,0,2,0,3,0,1,0,4
20210302210313,2,32479738.734043,3,4,1,6,0,4,0,2,1,1,4,5
20210302210313,8,5196758.197447,3,6,1,6,0,4,0,2,1,1,1,5
20210302210313,11,1299189.549362,3,6,1,6,0,4,0,2,0,1,1,5
20210302210315,10,3665822.830555,1,5,2,4,0,3,0,5,0,2,1,4
20210302210315,13,14663291.322220,1,4,2,0,0,3,0,5,0,2,1,4
20210302210315,17,4887763.774073,1,4,2,3,0,3,0,5,0,2,3,4
20210302210317,2,13110812.444785,4,4,1,2,0,2,4,5,2,3,3,1
20210302210317,4,26221624.889571,4,4,1,6,0,2,2,5,1,3,0,1
20210302210326,2,1785406.666773,3,2,2,0,0,5,0,1,1,4,0,2
20210302210326,3,39278946.669015,3,1,1,0,0,5,0,1,1,4,2,2
20210302210326,7,23805422.223645,3,3,2,0,0,5,0,1,1,4,1,2
20210302210332,3,7282359.871535,5,3,1,3,0,2,3,1,4,4,6,3
20210302210332,16,14564719.743070,5,6,1,6,0,2,0,1,2,4,3,3
20210302210332,32,7282359.871535,5,5,1,1,0,2,1,1,2,4,2,3
20210302210333,5,844188.067403,5,3,2,0,0,3,0,2,5,1,4,4
20210302210333,7,5065128.404420,5,3,2,6,0,3,0,2,4,1,5,4
20210302210333,9,5627920.449356,5,3,2,6,0,3,0,2,5,1,5,4
20210302210500,13,11273611.948814,4,0,1,0,0,2,0,1,0,5,0,3
20210302210500,14,1199320.420087,4,0,1,0,0,2,0,1,0,5,0,3
20210302210500,25,31182330.922251,4,0,2,0,4,2,0,1,0,5,4,3
20210302210505,5,14252226.761730,2,4,1,6,3,5,0,4,5,1,3,3
20210302210505,16,7126113.380865,2,5,1,6,0,5,0,4,6,1,4,3
20210302210505,21,9501484.507820,2,5,1,6,5,5,0,4,0,1,5,3
20210302210507,6,3518225.673060,1,6,2,6,0,4,0,3,0,5,0,2
20210302210507,7,11727418.910201,1,6,2,6,0,4,0,3,0,5,0,2
20210302210507,10,3518225.673060,1,6,2,6,0,4,0,3,0,5,0,2
20210302210508,5,1450982.617151,2,4,1,4,0,5,0,1,6,3,4,4
20210302210508,8,241830.436192,2,0,2,0,0,5,0,1,0,3,3,4
20210302210508,12,1934643.489535,2,0,2,2,0,5,0,1,0,3,2,4
20210302210515,7,5879302.137561,4,3,2,5,0,3,5,5,0,1,0,2
20210302210515,9,1959767.379187,4,3,1,3,0,3,5,5,3,1,0,2
20210302210515,20,979883.689594,4,4,1,4,0,3,4,5,0,1,0,2
20210302210517,3,3335711.702346,4,6,2,3,0,1,0,5,0,2,0,3
20210302210517,8,3335711.702346,4,6,2,0,0,1,0,5,0,2,0,3
20210302210528,5,1378179.182337,5,6,1,6,0,3,0,4,0,1,3,2
20210302210528,6,689089.591168,5,6,2,6,0,3,0,4,0,1,3,2
20210302210528,10,1837572.243116,5,5,2,6,0,3,0,4,0,1,5,2
20210302210533,2,7924885.964601,1,3,2,4,2,2,2,3,2,4,0,5
20210302210533,3,1981221.491150,1,5,2,6,2,2,2,3,2,4,0,5
20210302210533,9,4953053.727876,1,5,2,3,2,2,2,3,3,4,0,5
20210302210537,4,21176042.308814,3,6,1,6,0,1,0,4,0,2,1,5
20210302210537,5,1764670.192401,3,6,1,0,0,1,0,4,0,2,0,5
20210302210537,8,3529340.384802,3,0,1,0,0,1,0,4,0,2,0,5
20210302210539,2,4279133.370428,5,6,1,6,0,4,0,1,1,3,0,2
20210302210539,5,713188.895071,5,3,2,4,0,4,1,1,1,3,0,2
20210302210539,8,29953933.592993,5,3,1,6,1,4,0,1,3,3,2,2
20210302210544,6,8673347.747366,2,5,1,5,1,3,0,5,1,1,0,4
20210302210544,7,73723455.852614,2,5,1,5,0,3,2,5,0,1,4,4
20210302210544,12,13010021.621050,2,4,2,5,0,3,0,5,0,1,4,4
20210302210548,3,517145.318731,4,2,2,2,2,2,3,1,4,3,5,5
20210302210548,4,64126019.522603,4,2,1,3,2,2,2,1,5,3,3,5
20210302210548,7,17065795.518112,4,2,1,2,3,2,2,1,3,3,4,5
20210302210553,2,1997116.409407,3,6,2,6,4,4,0,5,0,2,0,1
20210302210553,4,1331410.939605,3,6,1,6,5,4,0,5,0,2,0,1
20210302210555,4,13804343.668892,4,2,1,0,0,5,0,1,0,3,4,2
20210302210555,7,55217374.675566,4,4,1,2,4,5,0,1,2,3,2,2
20210302210555,14,7529642.001214,4,5,1,6,4,5,0,1,0,3,0,2
20210302210563,6,1139274.553011,5,6,1,6,0,3,0,4,0,1,0,2
20210302210563,9,4557098.212045,5,6,1,6,0,3,0,4,0,1,0,2
20210302210563,10,1139274.553011,5,6,1,0,0,3,0,4,0,1,0,2
20210302210571,2,11134391.679212,5,6,2,6,0,1,3,4,3,2,0,3
20210302210571,8,2226878.335842,5,6,2,6,0,1,0,4,0,2,0,3
20210302210571,9,6309488.618220,5,5,2,5,0,1,3,4,3,2,4,3
20210302210574,4,3280716.252907,2,6,1,6,0,5,0,4,0,1,0,3
20210302210574,15,3280716.252907,2,5,2,5,0,5,0,4,0,1,1,3
20210302210574,16,6561432.505813,2,6,1,6,0,5,0,4,0,1,1,3
20210302210575,14,3719023.620128,3,3,1,0,0,2,0,1,0,5,1,4
20210302210575,16,5578535.430193,3,4,1,2,0,2,0,1,0,5,0,4
20210302210575,17,11157070.860385,3,4,1,2,0,2,0,1,0,5,0,4
20210302210576,3,5514913.254650,4,4,2,0,6,5,5,2,5,3,1,1
20210302210576,4,1838304.418217,4,2,2,0,5,5,5,2,6,3,0,1
20210302210576,5,919152.209108,4,0,2,0,0,5,0,2,0,3,0,1
20210302210579,7,1248305.313167,4,6,1,1,0,1,0,2,0,5,0,3
20210302210579,12,3744915.939502,4,6,1,0,0,1,0,2,0,5,1,3
20210302210579,20,1872457.969751,4,6,1,0,0,1,0,2,0,5,1,3
20210302210580,12,1423549.325688,3,6,2,6,0,4,0,2,0,1,0,5
20210302210580,14,474516.441896,3,6,1,0,0,4,0,2,0,1,0,5
20210302210580,19,5694197.302751,3,6,1,6,0,4,0,2,0,1,0,5
20210302210581,5,837240.036263,1,5,2,6,0,4,0,5,5,3,4,2
20210302210581,12,5023440.217580,1,5,2,5,0,4,0,5,0,3,0,2
20210302210581,16,2511720.108790,1,4,2,6,0,4,3,5,0,3,4,2
20210302210583,7,4656088.753176,1,0,2,6,0,4,0,5,0,3,0,2
20210302210583,8,1837929.770991,1,0,2,0,0,4,0,5,0,3,0,2
20210302210583,10,3675859.541981,1,0,1,0,0,4,0,5,0,3,0,2
20210302210586,3,923460.945266,5,5,2,3,0,2,0,3,0,1,0,4
20210302210586,7,5540765.671595,5,5,1,5,0,2,0,3,0,1,0,4
20210302210586,14,16622297.014784,5,5,2,5,0,2,0,3,0,1,0,4
20210302210589,9,886228.572314,4,6,1,3,5,5,4,3,4,2,6,1
20210302210589,13,2658685.716941,4,6,1,3,5,5,4,3,4,2,6,1
20210302210589,28,15952114.301644,4,6,1,6,5,5,4,3,6,2,6,1
20210302210590,2,1664791.793280,4,6,2,5,1,3,0,2,0,1,0,5
20210302210590,3,8323958.966398,4,6,2,5,1,3,0,2,0,1,0,5
20210302210590,6,11098611.955198,4,5,2,5,2,3,0,2,0,1,3,5
20210302210592,1,7364256.824452,2,5,2,6,0,5,1,1,5,3,5,4
20210302210592,16,9819009.099269,2,4,2,5,0,5,4,1,2,3,4,4
20210302210592,21,17183265.923721,2,3,2,5,0,5,5,1,4,3,4,4
20210302210593,4,21113699.848658,2,2,1,2,0,3,2,5,0,1,2,4
20210302210593,5,1759474.987388,2,1,2,0,0,3,0,5,0,1,2,4
20210302210593,8,3518949.974776,2,4,2,6,0,3,0,5,0,1,3,4
20210302210594,12,5853111.737140,3,2,1,5,0,1,4,4,3,2,4,5
20210302210594,13,2194916.901428,3,3,2,4,0,1,3,4,3,2,4,5
20210302210594,18,1463277.934285,3,1,2,4,1,1,4,4,3,2,5,5
20210302210595,9,48805243.086967,1,5,2,6,1,5,0,4,1,2,5,3
20210302210595,15,27888710.335410,1,5,2,3,0,5,0,4,0,2,0,3
20210302210595,28,27888710.335410,1,5,1,4,0,5,0,4,0,2,3,3
20210302210598,2,20255184.334738,5,4,2,1,2,2,3,3,2,1,1,4
20210302210598,3,1012759.216737,5,5,2,6,0,2,1,3,0,1,1,4
20210302210598,4,1012759.216737,5,5,2,5,0,2,0,3,2,1,0,4
20210302210603,4,34499798.997911,2,1,2,2,0,1,4,4,5,5,5,3
20210302210603,14,2683317.699838,2,0,2,2,5,1,6,4,6,5,5,3
20210302210603,20,7666621.999536,2,4,2,2,1,1,3,4,5,5,3,3
20210302210605,3,2989347.755151,5,6,1,6,1,3,0,4,2,2,1,1
20210302210605,10,1494673.877575,5,6,2,6,1,3,0,4,0,2,0,1
20210302210605,13,1494673.877575,5,6,2,3,2,3,0,4,0,2,3,1
20210302210606,3,6957370.988217,1,3,2,6,0,2,2,3,4,4,3,5
20210302210606,7,5913765.339984,1,6,2,6,6,2,6,3,6,4,6,5
20210302210606,9,3478685.494108,1,6,2,6,6,2,6,3,6,4,6,5
20210302210613,5,826304.076178,1,4,2,0,0,4,0,2,5,3,1,5
20210302210613,12,2478912.228533,1,2,2,1,0,4,0,2,6,3,1,5
20210302210613,13,6197280.571333,1,4,1,4,0,4,0,2,6,3,2,5
20210302210614,2,7055252.930020,4,5,2,2,3,5,0,1,2,3,2,2
20210302210614,6,1175875.488337,4,3,2,3,3,5,0,1,2,3,2,2
20210302210614,9,30572762.696752,4,3,1,3,3,5,0,1,3,3,2,2
20210302210616,4,32934312.832249,4,4,1,3,5,5,0,3,4,1,3,2
20210302210616,5,2850084.764329,4,4,1,4,5,5,0,3,0,1,4,2
20210302210616,6,12350367.312093,4,4,1,3,5,5,0,3,0,1,3,2
20210302210621,3,7007317.944158,4,5,1,3,0,3,0,1,1,5,3,2
20210302210621,4,18686181.184422,4,4,1,6,0,3,0,1,1,5,3,2
20210302210621,7,1167886.324026,4,0,2,3,0,3,0,1,0,5,3,2
20210302210630,8,6718720.857834,2,3,1,5,6,4,2,3,1,1,6,5
20210302210630,16,13437441.715668,2,6,2,6,3,4,0,3,0,1,6,5
20210302210630,17,40312325.147005,2,4,2,5,5,4,1,3,2,1,6,5
20210302210632,4,79695922.273825,2,4,1,6,3,3,0,1,4,4,1,5
20210302210632,7,1350778.343624,2,5,1,5,3,3,0,1,0,4,3,5
20210302210632,9,1350778.343624,2,5,1,3,3,3,0,1,1,4,2,5
20210302210634,4,5817970.346189,5,2,2,4,0,4,4,3,5,1,5,2
20210302210634,6,85912028.778721,5,2,1,5,0,4,5,3,6,1,5,2
20210302210634,14,41307589.457940,5,2,1,5,0,4,5,3,4,1,5,2
20210302210635,10,3148094.568899,4,6,2,3,0,1,0,5,1,2,1,3
20210302210635,28,2248638.977785,4,3,2,3,0,1,0,5,0,2,1,3
20210302210641,2,1069650.978629,2,3,1,5,0,3,2,5,4,1,6,4
20210302210641,4,3208952.935888,2,2,2,5,0,3,2,5,4,1,6,4
20210302210641,9,267412.744657,2,1,2,4,0,3,2,5,1,1,6,4
20210302210647,6,3943475.539715,1,5,2,5,0,4,0,2,0,3,0,5
20210302210647,11,78869510.794295,1,3,2,3,3,4,3,2,3,3,3,5
20210302210647,16,17088394.005431,1,5,2,5,3,4,5,2,3,3,3,5
20210302210649,3,5322783.371666,1,3,1,2,0,4,0,5,0,3,1,2
20210302210649,6,16855480.676942,1,2,1,3,1,4,0,5,2,3,2,2
20210302210649,9,3548522.247777,1,3,2,1,0,4,0,5,0,3,2,2
20210302210650,6,775312.069718,3,6,1,6,0,1,0,2,0,4,2,5
20210302210650,8,387656.034859,3,6,2,6,0,1,0,2,0,4,2,5
20210302210650,17,1162968.104576,3,6,1,6,0,1,0,2,0,4,2,5
20210302210653,2,6478283.565175,1,5,1,6,0,3,0,4,0,2,3,5
20210302210653,11,3239141.782588,1,5,1,5,0,3,0,4,0,2,2,5
20210302210653,23,5506541.030399,1,3,1,2,0,3,0,4,2,2,4,5
20210302210661,5,1407557.592646,4,6,1,6,0,5,0,3,0,1,0,2
20210302210661,10,2111336.388969,4,6,2,6,0,5,0,3,0,1,0,2
20210302210661,11,4222672.777937,4,5,2,6,0,5,0,3,0,1,2,2
20210302210663,2,2874216.335617,1,4,2,0,0,4,0,2,3,5,3,3
20210302210663,10,958072.111872,1,3,2,0,0,4,0,2,0,5,0,3
20210302210663,16,20119514.349322,1,5,1,5,2,4,0,2,0,5,0,3
20210302210666,6,648427.247204,1,4,2,4,4,2,0,4,2,3,4,5
20210302210666,9,2593708.988817,1,2,2,3,3,2,0,4,0,3,2,5
20210302210666,13,3890563.483226,1,2,2,3,2,2,0,4,0,3,4,5
20210302210669,6,75931099.754256,5,2,1,6,2,3,5,4,4,2,0,1
20210302210669,8,2812262.953861,5,3,1,6,0,3,5,4,4,2,5,1
20210302210671,21,6110094.360912,5,6,1,6,0,4,6,2,0,3,3,1
20210302210671,23,2656562.765614,5,6,1,6,0,4,0,2,0,3,3,1
20210302210671,41,3984844.148421,5,6,2,6,0,4,0,2,0,3,6,1
20210302210674,4,1542187.720570,1,3,1,5,3,4,0,5,4,3,0,2
20210302210674,5,771093.860285,1,3,2,4,5,4,0,5,2,3,3,2
20210302210674,7,4626563.161709,1,3,1,5,2,4,0,5,2,3,3,2
20210302210675,7,1812596.097513,3,6,2,6,0,1,0,2,0,4,1,5
20210302210675,9,1812596.097513,3,6,1,6,0,1,0,2,0,4,1,5
20210302210675,16,906298.048757,3,6,2,6,0,1,0,2,0,4,0,5
20210302210676,2,3812047.567149,2,5,2,0,6,5,5,3,5,4,5,1
20210302210676,3,3812047.567149,2,5,1,0,3,5,1,3,3,4,5,1
20210302210676,6,1906023.783575,2,5,2,0,5,5,1,3,3,4,5,1
20210302210677,2,2209437.380780,3,6,2,6,1,2,0,4,0,1,1,5
20210302210677,12,2209437.380780,3,6,1,6,1,2,0,4,0,1,1,5
20210302210677,20,17675499.046241,3,6,1,6,1,2,0,4,0,1,2,5
20210302210679,2,12734096.708173,2,6,2,6,0,1,0,4,0,3,0,5
20210302210679,9,25468193.416346,2,6,1,6,0,1,0,4,0,3,0,5
20210302210679,19,6367048.354086,2,6,1,6,0,1,0,4,0,3,0,5
20210302210683,3,2882311.284686,1,3,1,3,0,5,3,2,5,4,5,3
20210302210683,6,20752641.249738,1,3,1,4,0,5,3,2,5,4,4,3
20210302210683,10,1152924.513874,1,3,1,1,0,5,3,2,2,4,3,3
20210302210688,9,5939159.387375,2,4,1,2,3,1,1,5,3,3,4,4
20210302210688,12,8908739.081062,2,5,2,4,4,1,1,5,2,3,4,4
20210302210688,17,41574115.711622,2,2,2,2,5,1,4,5,4,3,5,4
20210302210690,4,938431.776423,5,5,1,3,0,3,0,2,1,4,0,1
20210302210690,6,5630590.658537,5,4,1,3,0,3,0,2,1,4,0,1
20210302210690,12,1876863.552846,5,5,1,4,0,3,0,2,0,4,0,1
20210302210696,2,3379758.949485,3,6,2,0,2,4,0,1,1,5,3,2
20210302210696,5,16898794.747425,3,6,1,6,2,4,0,1,1,5,3,2
20210302210696,14,2253172.632990,3,6,1,2,2,4,0,1,1,5,3,2
20210302210698,4,7443533.431816,5,0,2,0,0,2,0,1,0,3,3,4
20210302210698,10,992471.124242,5,0,2,0,0,2,0,1,0,3,0,4
20210302210698,11,1488706.686363,5,0,2,0,0,2,0,1,0,3,0,4
20210302210703,2,5929490.804052,5,6,2,6,0,3,0,2,0,4,0,1
20210302210703,14,5929490.804052,5,5,2,6,0,3,0,2,0,4,4,1
20210302210703,21,2964745.402026,5,5,2,4,0,3,0,2,0,4,4,1
20210302210705,8,1131071.566998,4,0,1,1,0,5,1,1,6,3,5,2
20210302210705,11,6786429.401988,4,5,1,5,0,5,0,1,0,3,3,2
20210302210705,21,6786429.401988,4,4,1,5,0,5,0,1,0,3,3,2
20210302210708,6,4938680.055045,4,5,1,6,0,2,0,1,0,3,0,5
20210302210708,7,3704010.041284,4,6,2,6,0,2,0,1,0,3,0,5
20210302210708,17,1234670.013761,4,4,1,6,0,2,0,1,4,3,4,5
20210302210710,5,57680988.246209,2,0,2,0,0,3,0,1,4,4,2,5
20210302210710,25,2261999.539067,2,3,1,0,0,3,0,1,2,4,4,5
20210302210710,26,11309997.695335,2,3,1,3,0,3,0,1,0,4,4,5
20210302210713,1,2814272.475232,5,6,2,6,6,3,0,4,0,2,3,1
20210302210713,6,2814272.475232,5,6,2,6,2,3,0,4,0,2,0,1
20210302210713,26,7504726.600619,5,3,2,4,5,3,1,4,2,2,3,1
20210302210718,3,219463.713072,3,6,2,6,0,2,0,1,0,5,0,4
20210302210718,5,877854.852287,3,6,2,6,0,2,0,1,0,5,0,4
20210302210718,10,14484605.062733,3,6,2,6,0,2,0,1,0,5,0,4
20210302210722,5,3519687.505073,1,3,1,6,2,5,6,4,3,2,1,3
20210302210722,8,9190295.152135,1,3,1,6,0,5,3,4,6,2,0,3
20210302210725,6,7363543.117991,1,-2,1,6,0,5,-2,3,0,4,4,2
20210302210725,10,2761328.669247,1,-2,1,6,0,5,0,3,0,4,4,2
20210302210725,15,5522657.338493,1,6,1,6,0,5,0,3,0,4,-2,2
20210302210728,7,26802263.747019,4,2,2,1,0,2,2,5,3,3,3,1
20210302210728,11,53604527.494037,4,1,1,6,4,2,2,5,4,3,5,1
20210302210728,12,21441810.997615,4,4,1,4,4,2,0,5,3,3,4,1
20210302210731,6,1697607.132568,1,6,2,6,0,4,0,5,0,2,0,3
20210302210731,26,848803.566284,1,6,2,6,0,4,0,5,0,2,0,3
20210302210731,27,848803.566284,1,6,2,6,0,4,0,5,0,2,0,3
20210302210736,6,2819884.342170,5,5,2,6,0,1,3,2,2,3,0,4
20210302210736,9,939961.447390,5,5,2,4,0,1,2,2,0,3,0,4
20210302210736,13,1409942.171085,5,6,2,4,0,1,0,2,2,3,0,4
20210302210737,6,18098055.075745,1,6,2,6,2,3,3,4,2,5,0,2
20210302210737,16,3016342.512624,1,0,2,3,2,3,6,4,6,5,0,2
20210302210737,17,28504436.744298,1,5,1,6,1,3,0,4,5,5,0,2
20210302210748,5,28468294.288092,1,2,1,5,0,4,0,5,3,3,1,2
20210302210748,6,6326287.619576,1,4,1,3,0,4,0,5,0,3,4,2
20210302210748,8,18978862.858728,1,5,1,5,0,4,0,5,0,3,4,2
20210302210749,3,2464945.822015,4,3,2,0,0,5,0,2,0,1,3,3
20210302210749,10,2464945.822015,4,3,1,4,0,5,0,2,0,1,3,3
20210302210749,12,7394837.466044,4,3,1,3,0,5,0,2,0,1,3,3
20210302210753,13,45339698.434268,1,5,1,6,0,4,0,3,0,5,6,2
20210302210753,22,2518872.135237,1,6,1,6,0,4,0,3,1,5,5,2
20210302210753,32,2518872.135237,1,5,1,6,0,4,0,3,1,5,6,2
20210302210756,4,12800789.878416,5,1,2,0,0,3,2,1,1,4,1,2
20210302210756,5,1422309.986491,5,2,2,1,0,3,3,1,1,4,2,2
20210302210756,6,1066732.489868,5,2,2,1,0,3,2,1,1,4,3,2
20210302210763,17,1504539.261678,5,0,2,3,0,1,2,4,1,2,3,3
20210302210763,20,4513617.785033,5,0,1,3,0,1,2,4,0,2,3,3
20210302210763,22,21063549.663489,5,0,1,2,0,1,1,4,0,2,3,3
20210302210764,4,17745370.799419,3,5,2,3,2,1,0,2,2,5,6,4
20210302210764,5,5915123.599806,3,5,2,3,2,1,0,2,2,5,5,4
20210302210764,14,35490741.598837,3,6,2,6,0,1,0,2,0,5,4,4
20210302210767,4,45072149.186659,2,5,2,4,5,4,5,5,4,3,5,1
20210302210767,6,11268037.296665,2,4,2,5,6,4,6,5,5,3,4,1
20210302210767,7,101412335.669982,2,4,2,6,6,4,6,5,6,3,4,1
20210302210770,4,3200591.912841,3,6,2,0,5,2,6,1,5,4,6,5
20210302210770,11,12802367.651362,3,3,2,0,0,2,2,1,1,4,2,5
20210302210770,22,9601775.738522,3,5,1,6,0,2,1,1,1,4,6,5
20210302210783,9,2918645.694622,3,6,1,4,2,5,0,4,0,2,0,1
20210302210783,15,21889842.709665,3,5,1,3,3,5,0,4,0,2,4,1
20210302210783,30,2918645.694622,3,5,1,0,3,5,0,4,0,2,1,1
20210302210798,7,7819806.717212,2,6,2,5,0,1,0,3,0,4,0,5
20210302210798,8,977475.839651,2,6,2,5,0,1,0,3,0,4,0,5
20210302210798,9,15378953.210516,2,6,1,6,0,1,0,3,0,4,0,5
20210302210802,4,6086932.166177,4,4,1,4,0,2,0,5,0,3,0,1
20210302210802,9,24347728.664709,4,2,1,3,0,2,0,5,1,3,1,1
20210302210802,15,6086932.166177,4,3,1,0,0,2,0,5,0,3,1,1
20210302210805,8,5812378.609491,1,5,-2,5,5,5,4,2,2,3,5,4
20210302210805,9,1291639.690998,1,4,1,4,5,5,3,2,3,3,5,4
20210302210805,16,1937459.536497,1,4,2,4,5,5,3,2,2,3,4,4
20210302210811,3,15818143.868802,2,5,2,5,1,4,0,1,1,5,2,3
20210302210811,6,7909071.934401,2,4,1,5,1,4,0,1,1,5,1,3
20210302210811,9,2636357.311467,2,4,2,1,1,4,0,1,1,5,2,3
20210302210812,6,7591264.557941,2,5,1,0,1,4,0,5,0,3,0,1
20210302210812,7,2530421.519314,2,6,1,5,1,4,0,5,0,3,0,1
20210302210812,15,5060843.038627,2,6,1,0,0,4,0,5,0,3,0,1
20210302210819,2,13802578.594057,5,6,2,4,0,1,0,2,0,3,0,4
20210302210819,7,3450644.648514,5,4,2,4,0,1,0,2,0,3,0,4
